Unique ID,Vin,Make,Model,Model Year,Vehicle Type,Driveline,Trim,City,Zip Code,State,County,County FIPS,Utility,Utility ID
4682,1G1RB6S5XHU129891,Chevrolet,Volt,2017,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,EDINA,55416,MN,Hennepin,27053,Xcel Energy,85
4683,1G1RB6S54HU133290,Chevrolet,Volt,2017,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4684,1G1RB6S55HU106535,Chevrolet,Volt,2017,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4685,1G1RB6S55HU120080,Chevrolet,Volt,2017,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4686,1G1RB6S55HU129720,Chevrolet,Volt,2017,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4687,1G1RB6S59HU104092,Chevrolet,Volt,2017,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4688,1G1RB6S54JU112607,Chevrolet,Volt,2018,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4689,1G1RB6S53KU126693,Chevrolet,Volt,2019,PHEV,FWD,Premier w/ Standard Emission Package w/Standard Emissions,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4690,2C4RC1N72JR116124,Chrysler,Pacifica Hybrid,2018,PHEV,FWD,Hybrid Limited RU,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4691,2C4RC1N72JR164402,Chrysler,Pacifica Hybrid,2018,PHEV,FWD,Hybrid Limited RU,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4692,2C4RC1N74JR129702,Chrysler,Pacifica Hybrid,2018,PHEV,FWD,Hybrid Limited RU,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4693,2C4RC1N76JR152494,Chrysler,Pacifica Hybrid,2018,PHEV,FWD,Hybrid Limited RU,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4694,2C4RC1N76JR167383,Chrysler,Pacifica Hybrid,2018,PHEV,FWD,Hybrid Limited RU,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4695,2C4RC1N7XLR198901,Chrysler,Pacifica Hybrid,2020,PHEV,FWD,Hybrid Limited RU PHEV,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4696,2C4RC1N70LR235972,Chrysler,Pacifica Hybrid,2020,PHEV,FWD,Hybrid Limited RU PHEV,EDINA,55416,MN,Hennepin,27053,Xcel Energy,85
4697,2C4RC1N79LR224453,Chrysler,Pacifica Hybrid,2020,PHEV,FWD,Hybrid Limited RU PHEV,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4698,2C4RC1L72LR287963,Chrysler,Pacifica Hybrid,2020,PHEV,FWD,Hybrid Touring L RU PHEV,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4699,3C3CFFGE9ET189598,Fiat,500e 500,2014,BEV,FWD,Battery Electric Hatchback,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4700,3C3CFFGE4GT176874,Fiat,500e 500,2016,BEV,FWD,Battery Electric Hatchback FF,CHASKA,55318,MN,Carver,27019,City of Chaska,34
4701,3C3CFFGE8HT661553,Fiat,500e 500,2017,BEV,FWD,Battery Electric Hatchback,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4702,1FADP5CU0DL512389,Ford,C-Max Energi,2013,PHEV,FWD,Premium SEL,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4703,1FADP5CU0DL529659,Ford,C-Max Energi,2013,PHEV,FWD,Premium SEL,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4704,1FADP5CU1DL542016,Ford,C-Max Energi,2013,PHEV,FWD,Premium SEL,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4705,1FADP5CU7DL513510,Ford,C-Max Energi,2013,PHEV,FWD,Premium SEL,PLYMOUTH,55442,MN,Hennepin,27053,Xcel Energy,85
4706,1FADP5FU4HL104740,Ford,C-Max Energi,2017,PHEV,FWD,TITANIUM PHEV,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4707,1FADP3R40DL239756,Ford,Focus,2013,BEV,FWD,Electric BEV,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4708,1FADP3R44DL235497,Ford,Focus,2013,BEV,FWD,Electric BEV,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4709,3FA6P0PU4DR302756,Ford,Fusion Energi,2013,PHEV,FWD,SE,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4710,3FA6P0PU6DR388359,Ford,Fusion Energi,2013,PHEV,FWD,SE,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4711,3FA6P0PU7DR332236,Ford,Fusion Energi,2013,PHEV,FWD,SE,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4712,3FA6P0SU3DR319975,Ford,Fusion Energi,2013,PHEV,FWD,Titanium,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4713,3FA6P0SU4ER330419,Ford,Fusion Energi,2014,PHEV,FWD,Titanium,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4714,3FA6P0PUXFR299753,Ford,Fusion Energi,2015,PHEV,FWD,SE,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4715,3FA6P0SU3FR147241,Ford,Fusion Energi,2015,PHEV,FWD,Titanium,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4716,3FA6P0SU6FR197566,Ford,Fusion Energi,2015,PHEV,FWD,Titanium,SAINT PAUL,55102,MN,Ramsey,27123,Xcel Energy,85
4717,3FA6P0SU1GR306081,Ford,Fusion Energi,2016,PHEV,FWD,Titanium,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4718,3FA6P0PU8HR274918,Ford,Fusion Energi,2017,PHEV,FWD,SE PHEV,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4719,3FA6P0SU0HR152206,Ford,Fusion Energi,2017,PHEV,FWD,Titanium PHEV,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4720,3FA6P0SU3HR152202,Ford,Fusion Energi,2017,PHEV,FWD,Titanium PHEV,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4721,3FA6P0SU8HR292892,Ford,Fusion Energi,2017,PHEV,FWD,Titanium PHEV,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4722,3FA6P0SU0JR218341,Ford,Fusion Energi,2018,PHEV,FWD,Titanium/Platinum PHEV Titanium,CHASKA,55318,MN,Carver,27019,City of Chaska,34
4723,3FA6P0SU9KR145570,Ford,Fusion Energi,2019,PHEV,FWD,Titanium PHEV,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4724,JHMZC5F19JC015686,Honda,Clarity,2018,PHEV,FWD,Plug-In Hybrid PHEV,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4725,JHMZC5F31JC010919,Honda,Clarity,2018,PHEV,FWD,Touring Plug-In Hybrid,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4726,KNDCC3LD0J5144558,Kia,Niro Plug In Hybrid,2018,PHEV,FWD,EX Premium (PHEV) Graphite Edition (HEV),EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4727,KNAGV4LD6H5009075,Kia,Optima Hybrid,2017,PHEV,FWD,Plug-in Hybrid EX,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4728,JN1AZ0CP2CT021604,Nissan,Leaf,2012,BEV,FWD,SL SV,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4729,JN1AZ0CP3CT018646,Nissan,Leaf,2012,BEV,FWD,SL SV,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4730,JN1AZ0CP3CT026665,Nissan,Leaf,2012,BEV,FWD,SL SV,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4731,JN1AZ0CP3CT026682,Nissan,Leaf,2012,BEV,FWD,SL SV,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4732,JN1AZ0CP5CT020916,Nissan,Leaf,2012,BEV,FWD,SL SV,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4733,JN1AZ0CP7CT021243,Nissan,Leaf,2012,BEV,FWD,SL SV,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4734,1N4AZ0CP2DC413471,Nissan,Leaf,2013,BEV,FWD,SV SL S,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4735,1N4AZ0CP3DC414595,Nissan,Leaf,2013,BEV,FWD,SV SL S,EDINA,55416,MN,Hennepin,27053,Xcel Energy,85
4736,1N4AZ0CP7DC419864,Nissan,Leaf,2013,BEV,FWD,SV SL S,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4737,1N4AZ0CP8DC411417,Nissan,Leaf,2013,BEV,FWD,SV SL S,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4738,1N4AZ0CP8DC414088,Nissan,Leaf,2013,BEV,FWD,SV SL S,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4739,1N4AZ0CPXDC415601,Nissan,Leaf,2013,BEV,FWD,SV SL S,MINNEAPOLIS,55417,MN,Hennepin,27053,Xcel Energy,85
4740,1N4AZ0CP1FC318273,Nissan,Leaf,2015,BEV,FWD,SL SV S,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4741,1N4AZ0CP1FC332710,Nissan,Leaf,2015,BEV,FWD,SL SV S,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4742,1N4AZ0CP3FC329100,Nissan,Leaf,2015,BEV,FWD,SL SV S,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4743,1N4BZ0CP0GC308906,Nissan,Leaf,2016,BEV,FWD,SV S SL,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4744,1N4BZ0CP4GC311937,Nissan,Leaf,2016,BEV,FWD,SV S SL,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4745,1N4BZ0CP7GC302780,Nissan,Leaf,2016,BEV,FWD,SV S SL,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4746,1N4BZ0CP9GC305521,Nissan,Leaf,2016,BEV,FWD,SV S SL,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4747,1N4BZ0CP0HC300354,Nissan,Leaf,2017,BEV,FWD,SV SL S,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4748,1N4BZ0CP1HC300928,Nissan,Leaf,2017,BEV,FWD,SV SL S,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4749,1N4BZ0CP2HC305927,Nissan,Leaf,2017,BEV,FWD,SV SL S,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4750,1N4BZ0CP4HC309803,Nissan,Leaf,2017,BEV,FWD,SV SL S,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4751,1N4BZ0CP8HC301767,Nissan,Leaf,2017,BEV,FWD,SV SL S,EDINA,55416,MN,Hennepin,27053,Xcel Energy,85
4752,1N4BZ0CPXHC310437,Nissan,Leaf,2017,BEV,FWD,SV SL S,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4753,1N4AZ1CP2JC300296,Nissan,Leaf,2018,BEV,FWD,SV S SL,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4754,1N4AZ1CP2JC300671,Nissan,Leaf,2018,BEV,FWD,SV S SL,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4755,1N4AZ1CP3JC307001,Nissan,Leaf,2018,BEV,FWD,SV S SL,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4756,1N4AZ1CP6JC300107,Nissan,Leaf,2018,BEV,FWD,SV S SL,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4757,1N4AZ1CP7JC306224,Nissan,Leaf,2018,BEV,FWD,SV S SL,MINNEAPOLIS,55407,MN,Hennepin,27053,Xcel Energy,85
4758,1N4AZ1CP8JC306135,Nissan,Leaf,2018,BEV,FWD,SV S SL,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4759,1N4AZ1CP9JC302501,Nissan,Leaf,2018,BEV,FWD,SV S SL,MINNEAPOLIS,55411,MN,Hennepin,27053,Xcel Energy,85
4760,1N4BZ1CP0KC308984,Nissan,Leaf,2019,BEV,FWD,SL S SV,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4761,1N4BZ1CP2KC317475,Nissan,Leaf,2019,BEV,FWD,SL S SV,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4762,1N4BZ1CP3KC313919,Nissan,Leaf,2019,BEV,FWD,SL S SV,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4763,1N4BZ1CP7KC319349,Nissan,Leaf,2019,BEV,FWD,SL S SV,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4764,1N4BZ1CP8KC309249,Nissan,Leaf,2019,BEV,FWD,SL S SV,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4765,1N4AZ1CP4KC300396,Nissan,Leaf,2019,BEV,FWD,SL SV S,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4766,1N4AZ1CP8KC300370,Nissan,Leaf,2019,BEV,FWD,SL SV S,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4767,1N4AZ1CP8KC304466,Nissan,Leaf,2019,BEV,FWD,SL SV S,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4768,1N4AZ1CPXKC303433,Nissan,Leaf,2019,BEV,FWD,SL SV S,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4769,JTDKN3DP1C3025706,Toyota,Prius Plug-in,2012,PHEV,FWD,Plug-In Advanced ZVW35L,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4770,JTDKN3DP3C3013105,Toyota,Prius Plug-in,2012,PHEV,FWD,Plug-In Advanced ZVW35L,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4771,JTDKARFP0H3037588,Toyota,Prius Prime,2017,PHEV,FWD,ZVW52L Three/Four/Four Adv Advanced Plus Premium,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4772,JTDKARFP5H3034315,Toyota,Prius Prime,2017,PHEV,FWD,ZVW52L Three/Four/Four Adv Advanced Plus Premium,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4773,JTDKARFP9H3048587,Toyota,Prius Prime,2017,PHEV,FWD,ZVW52L Three/Four/Four Adv Advanced Plus Premium,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4774,JTDKARFP1J3071223,Toyota,Prius Prime,2018,PHEV,FWD,ZVW52L Plus/Premium/Advanced Premium Plus Advanced,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4775,JTDKARFP5J3073881,Toyota,Prius Prime,2018,PHEV,FWD,ZVW52L Plus/Premium/Advanced Premium Plus Advanced,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4776,JTDKARFPXK3111509,Toyota,Prius Prime,2019,PHEV,FWD,ZVW52L Plus/Premium/Advanced Advanced Plus Premium,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4777,JTDKARFP3L3130064,Toyota,Prius Prime,2020,PHEV,FWD,ZVW52L-AHXEBA / ZVW52L-AHXGBA LE XLE Limited,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4778,JTDKARFP7L3148941,Toyota,Prius Prime,2020,PHEV,FWD,ZVW52L-AHXEBA / ZVW52L-AHXGBA LE XLE Limited,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4779,JTDKARFP8L3129783,Toyota,Prius Prime,2020,PHEV,FWD,ZVW52L-AHXEBA / ZVW52L-AHXGBA LE XLE Limited,EDINA,55416,MN,Hennepin,27053,Xcel Energy,85
4780,WVWKP7AU2GW906530,Volkswagen,e-Golf,2016,BEV,FWD,SE,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4781,WVWKR7AU7KW910446,Volkswagen,e-Golf,2019,BEV,FWD,SE,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4782,LVYBC0AL1JP031574,Volvo,S90,2018,PHEV,FWD,FWD/AWD (T8) Inscription Hybrid,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4783,WBY1Z4C54FV504067,BMW,i3,2015,PHEV,RWD,3-Series Range Extender Base w/Range,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4784,WBY1Z4C58FV501835,BMW,i3,2015,PHEV,RWD,3-Series Range Extender Base w/Range,EDINA,55416,MN,Hennepin,27053,Xcel Energy,85
4785,WBY1Z4C54GV505494,BMW,i3,2016,PHEV,RWD,Base w/Range Extender Range,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4786,WBY1Z4C57GV506123,BMW,i3,2016,PHEV,RWD,Base w/Range Extender Range,EDINA,55416,MN,Hennepin,27053,Xcel Energy,85
4787,WBY1Z4C58GV508043,BMW,i3,2016,PHEV,RWD,Base w/Range Extender Range,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4788,WBY1Z8C30HV890673,BMW,i3,2017,PHEV,RWD,i3 Range Extender w/Range,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4789,WP0AD2A72GL040766,Porsche,Panamera Hybrid,2016,PHEV,RWD,Type 970 S E-Hybrid,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4790,WMEEJ9AAXFK824231,smart,Fortwo Electric Drive,2015,BEV,RWD,electric coupe,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4791,5YJ3E1EC1LF603522,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4792,5YJ3E1EC1LF719707,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4793,5YJ3E1EC2LF624444,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4794,5YJ3E1EC3LF587128,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4795,5YJ3E1EC7LF714270,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4796,5YJ3E1EC7LF714849,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4797,5YJ3E1EC8LF586377,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4798,5YJ3E1EC8LF713659,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4799,5YJ3E1EC2MF849738,Tesla,Model 3,2021,BEV,RWD,Performance,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4800,5YJ3E1EC6MF850083,Tesla,Model 3,2021,BEV,RWD,Performance,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4801,5YJSA1DP0CFP02540,Tesla,Model S,2012,BEV,RWD,Signature Series Vehicle w/DC Fast Charge Performance,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4802,5YJSA1DP2CFS00290,Tesla,Model S,2012,BEV,RWD,Signature Series Vehicle w/DC Fast Charge Performance,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4803,5YJSA1CG0DFP14545,Tesla,Model S,2013,BEV,RWD,Production Vehicle w/DC Fast Charge Base,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4804,5YJSA1CPXDFP27996,Tesla,Model S,2013,BEV,RWD,Production Vehicle w/DC Fast Charge Base,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4805,5YJSA1DP3DFP10049,Tesla,Model S,2013,BEV,RWD,Production Vehicle w/DC Fast Charge Performance,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4806,5YJSA1CN3DFP27871,Tesla,Model S,2013,BEV,RWD,Production Vehicle w/DC Fast Charge Signature,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4807,5YJSA1DN7DFP13129,Tesla,Model S,2013,BEV,RWD,Production Vehicle w/DC Fast Charge Signature Performance,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4808,5YJSA1DN9DFP20101,Tesla,Model S,2013,BEV,RWD,Production Vehicle w/DC Fast Charge Signature Performance,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4809,5YJSA1H11EFP53117,Tesla,Model S,2014,BEV,RWD,Production Vehicle Base,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4810,5YJSA1H12EFP49867,Tesla,Model S,2014,BEV,RWD,Production Vehicle Base,EDINA,55416,MN,Hennepin,27053,Xcel Energy,85
4811,5YJSA1H13EFP49425,Tesla,Model S,2014,BEV,RWD,Production Vehicle Base,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4812,5YJSA1H22EFP65009,Tesla,Model S,2014,BEV,RWD,Production Vehicle Base,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4813,5YJSA1H23EFP62913,Tesla,Model S,2014,BEV,RWD,Production Vehicle Base,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4814,5YJSA1H29EFP62575,Tesla,Model S,2014,BEV,RWD,Production Vehicle Base,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4815,5YJSA1H2XFF081245,Tesla,Model S,2015,BEV,RWD,85D,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4816,5YJSA1H21FFP76455,Tesla,Model S,2015,BEV,RWD,85D,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4817,5YJSA1H22FFP74245,Tesla,Model S,2015,BEV,RWD,85D,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4818,5YJSA1H22FFP75458,Tesla,Model S,2015,BEV,RWD,85D,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4819,5YJSA1H23FFP67367,Tesla,Model S,2015,BEV,RWD,85D,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4820,5YJSA1H26FF098012,Tesla,Model S,2015,BEV,RWD,85D,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4821,5YJSA1H26FFP79769,Tesla,Model S,2015,BEV,RWD,85D,MINNEAPOLIS,55417,MN,Hennepin,27053,Xcel Energy,85
4822,5YJSA1H29FFP74792,Tesla,Model S,2015,BEV,RWD,85D,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4823,5YJSA1H29FFP78857,Tesla,Model S,2015,BEV,RWD,85D,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4824,5YJSA4H29FFP79007,Tesla,Model S,2015,BEV,RWD,85D P85D,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4825,5YJSA1E42FF101963,Tesla,Model S,2015,BEV,RWD,P85D,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4826,5YJSA1E42FF109514,Tesla,Model S,2015,BEV,RWD,P85D,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4827,5YJYGDEE1MF067708,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4828,5YJYGDEE3MF064843,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55410,MN,Hennepin,27053,Xcel Energy,85
4829,5YJYGDEE5MF070725,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4830,5YJYGDEE5MF077884,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4831,5YJYGDEE6MF082396,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4832,5YJYGDEE7MF075876,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4833,5YJYGDEE8MF067575,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4834,5YJYGDEE8MF100770,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55435,MN,Hennepin,27053,Xcel Energy,85
4835,5YJYGDEE9MF079735,Tesla,Model Y,2021,BEV,RWD,Long Range,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4836,5YJYGDEF7MF073103,Tesla,Model Y,2021,BEV,RWD,Performance,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4837,5YJYGDEF7MF081900,Tesla,Model Y,2021,BEV,RWD,Performance,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4838,5YJRE1A13A1001102,Tesla,Roadster,2010,BEV,RWD,Production Vehicle Convertible,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4839,5YJXCAE40KF180415,Tesla,Model X,2019,BEV,RWD|AWD,Performance,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4840,5YJXCAE26LF298470,Tesla,Model X,2020,BEV,RWD|AWD,Long Range,EDINA,55424,MN,Hennepin,27053,Xcel Energy,85
4841,5YJXCAE27LF263825,Tesla,Model X,2020,BEV,RWD|AWD,Long Range,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4842,5YJXCAE46LF283761,Tesla,Model X,2020,BEV,RWD|AWD,Performance,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4843,WBAJB1C57JB084686,BMW,5-Series 530e,2018,PHEV,AWD,530e xDrive iPerformance 5-Series,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4844,5YJSA1E21GF174211,Tesla,Model S,2016,BEV,AWD,70D 90D,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4845,5YJSA1E40JF271392,Tesla,Model S,2018,BEV,AWD,P100D AWD,EDINA,55436,MN,Hennepin,27053,Xcel Energy,85
4846,JA4J24A59JZ031951,Mitsubishi,Outlander - PHEV,2018,PHEV,AWD,SEL GT High,EDINA,55439,MN,Hennepin,27053,Xcel Energy,85
4847,1G1RB6E4XCU107630,Chevrolet,Volt,2012,PHEV,FWD,Premium w/oLeather w/o Navigation,ELGIN,55932,MN,Olmsted,27109,Peoples Cooperative Service,89
4848,5YJ3E1EB8JF118749,Tesla,Model 3,2018,BEV,AWD,Base,ELGIN,55932,MN,Wabasha,27157,Peoples Cooperative Service,89
4849,1G1RD6E49EU160283,Chevrolet,Volt,2014,PHEV,FWD,Premium w/ Navigation,ELGIN,55932,MN,Wabasha,27157,Peoples Cooperative Service,89
4850,1N4AZ0CP8EC333822,Nissan,Leaf,2014,BEV,FWD,S SL SV,ELGIN,55932,MN,Wabasha,27157,Peoples Cooperative Service,89
4851,1N4BZ0CP0HC303139,Nissan,Leaf,2017,BEV,FWD,SV SL S,ELGIN,55932,MN,Wabasha,27157,Peoples Cooperative Service,89
4852,5YJXCBE28GF020410,Tesla,Model X,2016,BEV,AWD,90D,ELK RIVER,55330,MN,Anoka,27003,Connexus Energy,26
4853,3FA6P0SU2DR351350,Ford,Fusion Energi,2013,PHEV,FWD,Titanium,ELK RIVER,55330,MN,Anoka,27003,Connexus Energy,26
4854,5YJSA1E22LF357725,Tesla,Model S,2020,BEV,AWD,100D 75D AWD,ELK RIVER,55330,MN,Anoka,27003,Elk River Municipal Utilities,38
