Unique ID,Vin,Make,Model,Model Year,Vehicle Type,Driveline,Trim,City,Zip Code,State,County,County FIPS,Utility,Utility ID
1,2C4RC1S79MR522605,Chrysler,Pacifica,2021,PHEV,FWD,Hybrid Limited RU,EAGAN,55121,MN,Dakota,27037,Xcel Energy,85
2,WP0AE2A74JL174196,Porsche,Panamera,2018,PHEV,AWD,Type 971 4 E-Hybrid,CHASKA,55318,MN,Carver,27019,City of Chaska,34
3,YV4BR0DK5M1739162,Volvo,XC60,2021,PHEV,AWD,FWD/eAWD (T8) TZEV/PHEV Momentum,MINNEAPOLIS,55410,MN,Hennepin,27053,Xcel Energy,85
4,1G1RA6S5XJU120228,Chevrolet,Volt,2018,PHEV,FWD,LT w/ Standard Emission Package w/Standard Emissions,MINNEAPOLIS,55406,MN,Hennepin,27053,Xcel Energy,85
5,1G1RA6S5XJU120410,Chevrolet,Volt,2018,PHEV,FWD,LT w/ Standard Emission Package w/Standard Emissions,WHITE BEAR LAKE,55110,MN,Ramsey,27123,Xcel Energy,85
6,1G1RA6S55JU108648,Chevrolet,Volt,2018,PHEV,FWD,LT w/ Standard Emission Package w/Standard Emissions,SAINT PAUL,55104,MN,Ramsey,27037,Xcel Energy,85
7,JA4J24A59LZ028079,Mitsubishi,Outlander - PHEV,2020,PHEV,AWD,GT SEL High,SAINT PAUL,55105,MN,Ramsey,27037,Xcel Energy,85
8,5YJSA1E22MF426155,Tesla,Model S,2021,BEV,AWD,Base,WHITE BEAR LAKE,55110,MN,Ramsey,27123,Xcel Energy,85
9,1G1FY6S08L4129404,Chevrolet,Bolt EV,2020,BEV,FWD,LT W/DC Fast Charging,SAINT PAUL,55105,MN,Ramsey,27037,Xcel Energy,85
10,1G1FZ6S06L4145341,Chevrolet,Bolt EV,2020,BEV,FWD,Premier W/DC Fast Charging,SAINT PAUL,55104,MN,Ramsey,27037,Xcel Energy,85
11,1G1RB6S51JU154281,Chevrolet,Volt,2018,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,SAINT PAUL,55106,MN,Ramsey,27037,Xcel Energy,85
12,5YJ3E1EC6MF868423,Tesla,Model 3,2021,BEV,RWD,Performance,SAINT PAUL,55127,MN,Ramsey,27037,Connexus Energy,26
13,5YJ3E1EB6MF859633,Tesla,Model 3,2021,BEV,AWD,Long Range,STILLWATER,55082,MN,Washington,27163,Xcel Energy,85
14,1G1RA6E43CU108072,Chevrolet,Volt,2012,PHEV,FWD,Standard w/o Leather Navigation,ADA,56510,MN,Norman,27107,City of Ada,139
15,5YJSA1H25FF096770,Tesla,Model S,2015,BEV,RWD,85D,FARIBAULT,55021,MN,Rice,27131,Xcel Energy,85
16,5YJYGDEE5LF033060,Tesla,Model Y,2020,BEV,,Long Range,AFTON,55001,MN,Washington,27163,Xcel Energy,85
17,WA1VABGE2KB020171,Audi,e-tron,2019,BEV,AWD,e-tron quattro Prestige,AFTON,55001,MN,Washington,27163,Xcel Energy,85
18,5UXTS1C06L9C33777,BMW,X3,2020,PHEV,AWD,3-Series xDrive30ie xDrive30e,AFTON,55001,MN,Washington,27163,Xcel Energy,85
19,WMZYU7C40J3B86298,Mini,Cooper S Countryman,2018,PHEV,AWD,Hybrid S E ALL4 Cooper SE,AFTON,55001,MN,Washington,27163,Xcel Energy,85
20,JA4J24A55KZ054807,Mitsubishi,Outlander - PHEV,2019,PHEV,AWD,SEL GT High,AFTON,55001,MN,Washington,27163,Xcel Energy,85
21,5YJ3E1EA0JF154927,Tesla,Model 3,2018,BEV,AWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
22,5YJ3E1EA2JF033641,Tesla,Model 3,2018,BEV,AWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
23,5YJ3E1EB4JF086785,Tesla,Model 3,2018,BEV,AWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
24,5YJ3E1EB9JF103080,Tesla,Model 3,2018,BEV,AWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
25,5YJ3E1EB5LF640077,Tesla,Model 3,2020,BEV,AWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
26,5YJ3E1EB6LF667286,Tesla,Model 3,2020,BEV,AWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
27,5YJSA1E26GF126560,Tesla,Model S,2016,BEV,AWD,70D 90D,AFTON,55001,MN,Washington,27163,Xcel Energy,85
28,5YJSA1E45GF166808,Tesla,Model S,2016,BEV,AWD,90D P90D,AFTON,55001,MN,Washington,27163,Xcel Energy,85
29,5YJSA1E48GF142647,Tesla,Model S,2016,BEV,AWD,90D P90D,AFTON,55001,MN,Washington,27163,Xcel Energy,85
30,5YJSA1E24HF188153,Tesla,Model S,2017,BEV,AWD,70D 90D,AFTON,55001,MN,Washington,27163,Xcel Energy,85
31,5YJSA1E46JF243869,Tesla,Model S,2018,BEV,AWD,P100D AWD,AFTON,55001,MN,Washington,27163,Xcel Energy,85
32,5YJXCBE28KF183048,Tesla,Model X,2019,BEV,AWD,P100D 100D 75D,AFTON,55001,MN,Washington,27163,Xcel Energy,85
33,5YJXCBE41LF237468,Tesla,Model X,2020,BEV,AWD,75D,WOODBURY,55125,MN,Washington,27163,Xcel Energy,85
34,YV4BR0DK4M1700644,Volvo,XC60,2021,PHEV,AWD,FWD/eAWD (T8) TZEV/PHEV Momentum,AFTON,55001,MN,Washington,27163,Xcel Energy,85
35,YV4BR00L0M1691293,Volvo,XC90,2021,PHEV,AWD,XC90 6-seat FWD/eAWD (T8) TZEV/PHEV Inscription Hybrid w/6 Passenger Seating,AFTON,55001,MN,Washington,27163,Xcel Energy,85
36,5YJ3E1EA6KF428892,Tesla,Model 3,2019,BEV,AWD|RWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
37,5YJ3E1EB3KF388277,Tesla,Model 3,2019,BEV,AWD|RWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
38,5YJ3E1EB7KF210873,Tesla,Model 3,2019,BEV,AWD|RWD,Base,AFTON,55001,MN,Washington,27163,Xcel Energy,85
39,1G1FW6S08H4131571,Chevrolet,Bolt EV,2017,BEV,FWD,LT,AFTON,55001,MN,Washington,27163,Xcel Energy,85
40,1G1FX6S0XH4142875,Chevrolet,Bolt EV,2017,BEV,FWD,Premier,AFTON,55001,MN,Washington,27163,Xcel Energy,85
41,1G1FX6S02H4178995,Chevrolet,Bolt EV,2017,BEV,FWD,Premier,AFTON,55001,MN,Washington,27163,Xcel Energy,85
42,1G1FX6S04H4179999,Chevrolet,Bolt EV,2017,BEV,FWD,Premier,AFTON,55001,MN,Washington,27163,Xcel Energy,85
43,1G1FY6S09K4135162,Chevrolet,Bolt EV,2019,BEV,FWD,LT W/DC Fast Charging,AFTON,55001,MN,Washington,27163,Xcel Energy,85
44,1G1FY6S09K4142905,Chevrolet,Bolt EV,2019,BEV,FWD,LT W/DC Fast Charging,AFTON,55001,MN,Washington,27163,Xcel Energy,85
45,1G1FY6S02L4111321,Chevrolet,Bolt EV,2020,BEV,FWD,LT W/DC Fast Charging,AFTON,55001,MN,Washington,27163,Xcel Energy,85
46,1G1RB6E45CU113142,Chevrolet,Volt,2012,PHEV,FWD,Premium w/oLeather w/o Navigation,AFTON,55001,MN,Washington,27163,Xcel Energy,85
47,1G1RC6E40EU146694,Chevrolet,Volt,2014,PHEV,FWD,Standard w/ Navigation w,AFTON,55001,MN,Washington,27163,Xcel Energy,85
48,1G1RA6E42FU103479,Chevrolet,Volt,2015,PHEV,FWD,Standard,AFTON,55001,MN,Washington,27163,Xcel Energy,85
49,3FA6P0SU8FR198945,Ford,Fusion Energi,2015,PHEV,FWD,Titanium,AFTON,55001,MN,Washington,27163,Xcel Energy,85
50,3FA6P0SU7GR186822,Ford,Fusion Energi,2016,PHEV,FWD,Titanium,AFTON,55001,MN,Washington,27163,Xcel Energy,85
51,3FA6P0SU2LR181148,Ford,Fusion Energi,2020,PHEV,FWD,Titanium PHEV,AFTON,55001,MN,Washington,27163,Xcel Energy,85
52,WMWXP3C04M2N20488,Mini,Cooper,2021,BEV,FWD,Cooper SE,AFTON,55001,MN,Washington,27163,Xcel Energy,85
53,1N4BZ1CPXKC310337,Nissan,Leaf,2019,BEV,FWD,SL S SV,AFTON,55001,MN,Washington,27163,Xcel Energy,85
54,5YJ3E1EC8LF713533,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,AFTON,55001,MN,Washington,27163,Xcel Energy,85
55,5YJ3E1EC8LF796493,Tesla,Model 3,2020,BEV,RWD,Long Range Standard Plus Performance,AFTON,55001,MN,Washington,27163,Xcel Energy,85
56,1G1RD6E4XCU107993,Chevrolet,Volt,2012,PHEV,FWD,Premium w/Leather w/Navigation w/ Navigation,AIKEN,29803,SC,Aiken,45003,,
57,5YJ3E1EB5JF081093,Tesla,Model 3,2018,BEV,AWD,Base,AITKIN,56431,MN,Aitkin,27001,Aitkin Public Utilities,2
58,5YJ3E1EB2LF801324,Tesla,Model 3,2020,BEV,AWD,Base,AITKIN,56431,MN,Aitkin,27001,Mille Lacs Electric Coop,21
59,1G1RE6E42CU124977,Chevrolet,Volt,2012,PHEV,FWD,Standard w/Low Emissions Package w/ LEP,AITKIN,56431,MN,Crow Wing,27035,Mille Lacs Electric Coop,21
60,1G1RD6E48CU107376,Chevrolet,Volt,2012,PHEV,FWD,Premium w/Leather w/Navigation w/ Navigation,ALBANY,12205,NY,Albany,36001,,
61,JA4J24A54JZ030223,Mitsubishi,Outlander - PHEV,2018,PHEV,AWD,SEL GT High,ALBANY,56307,MN,Stearns,27145,Xcel Energy,85
62,5YJSA1E27JF256984,Tesla,Model S,2018,BEV,AWD,100D 75D AWD,ALBANY,56307,MN,Stearns,27145,Xcel Energy,85
63,1G1RD6E43CU103204,Chevrolet,Volt,2012,PHEV,FWD,Premium w/Leather w/Navigation w/ Navigation,ALBANY,56307,MN,Stearns,27145,Xcel Energy,85
64,1G1RB6E42CU107282,Chevrolet,Volt,2012,PHEV,FWD,Premium w/oLeather w/o Navigation,ALBANY,56307,MN,Stearns,27145,Xcel Energy,85
65,1G1RA6E43DU149111,Chevrolet,Volt,2013,PHEV,FWD,Standard w/o Navigation,ALBANY,56307,MN,Stearns,27145,Xcel Energy,85
66,1FADP5CU6FL122156,Ford,C-Max Energi,2015,PHEV,FWD,Premium SEL,ALBANY,56307,MN,Stearns,27145,Xcel Energy,85
67,1G1RA6E49DU112550,Chevrolet,Volt,2013,PHEV,FWD,Standard w/o Navigation,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
68,JA4J24A59JZ055022,Mitsubishi,Outlander - PHEV,2018,PHEV,AWD,SEL GT High,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
69,5YJ3E1EB0JF077212,Tesla,Model 3,2018,BEV,AWD,Base,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
70,5YJ3E1EB7JF085484,Tesla,Model 3,2018,BEV,AWD,Base,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
71,5YJ3E1EA4LF745703,Tesla,Model 3,2020,BEV,AWD,Base,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
72,5YJ3E1EB1LF636740,Tesla,Model 3,2020,BEV,AWD,Base,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
73,5YJSA1E28GF172651,Tesla,Model S,2016,BEV,AWD,70D 90D,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
74,5YJ3E1EA7KF297794,Tesla,Model 3,2019,BEV,AWD|RWD,Base,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
75,1G1FZ6S00L4113176,Chevrolet,Bolt EV,2020,BEV,FWD,Premier W/DC Fast Charging,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
76,1G1RD6E49CU106902,Chevrolet,Volt,2012,PHEV,FWD,Premium w/Leather w/Navigation w/ Navigation,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
77,1G1RB6E40CU107149,Chevrolet,Volt,2012,PHEV,FWD,Premium w/oLeather w/o Navigation,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
78,1G1RB6E49CU105982,Chevrolet,Volt,2012,PHEV,FWD,Premium w/oLeather w/o Navigation,SOUTH SAINT PAUL,55075,MN,Dakota,27037,Xcel Energy,85
79,1G1RA6E47DU127418,Chevrolet,Volt,2013,PHEV,FWD,Standard w/o Navigation,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
80,1G1RD6E41EU135989,Chevrolet,Volt,2014,PHEV,FWD,Premium w/ Navigation,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
81,1G1RB6S57JU127294,Chevrolet,Volt,2018,PHEV,FWD,LTZ w/ Standard Emission Package Premier w/Standard Emissions,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
82,2C4RC1N71JR213105,Chrysler,Pacifica Hybrid,2018,PHEV,FWD,Hybrid Limited RU,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
83,3C3CFFGE4ET294548,Fiat,500e 500,2014,BEV,FWD,Battery Electric Hatchback,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
84,1FADP5FUXHL101437,Ford,C-Max Energi,2017,PHEV,FWD,TITANIUM PHEV,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
85,3FA6P0SU4GR239766,Ford,Fusion Energi,2016,PHEV,FWD,Titanium,SAINT PAUL,55118,MN,Ramsey,27123,Xcel Energy,85
86,JHMZC5F38JC016149,Honda,Clarity,2018,PHEV,FWD,Touring Plug-In Hybrid,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
87,JN1AZ0CP3CT015083,Nissan,Leaf,2012,BEV,FWD,SL SV,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
88,JTDKARFP1K3109034,Toyota,Prius Prime,2019,PHEV,FWD,ZVW52L Plus/Premium/Advanced Advanced Plus Premium,ALBERT LEA,56007,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
89,1G1RA6E46CU123536,Chevrolet,Volt,2012,PHEV,FWD,Standard w/o Leather Navigation,ALBERTA,56207,MN,Stevens,27149,Agralite Cooperative,1
90,5UXKT0C58G0S79245,BMW,X5,2016,PHEV,AWD,xDrive40e SAV eDrive,ALBERTVILLE,55301,MN,Wright,27171,Wright-Hennepin Coop Electric Assn,130
91,JA4J24A5XJZ041811,Mitsubishi,Outlander - PHEV,2018,PHEV,AWD,SEL GT High,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
92,5YJ3E1EB1JF089045,Tesla,Model 3,2018,BEV,AWD,Base,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
93,5YJ3E1EB6JF151152,Tesla,Model 3,2018,BEV,AWD,Base,ALBERTVILLE,55301,MN,Wright,27171,Wright-Hennepin Coop Electric Assn,130
94,5YJ3E1EA4KF399389,Tesla,Model 3,2019,BEV,AWD|RWD,Base,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
95,1G1FX6S00H4186979,Chevrolet,Bolt EV,2017,BEV,FWD,Premier,ALBERTVILLE,55301,MN,Wright,27171,Wright-Hennepin Coop Electric Assn,130
96,1G1FZ6S01K4142443,Chevrolet,Bolt EV,2019,BEV,FWD,Premier W/DC Fast Charging,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
97,1G1FZ6S0XL4110480,Chevrolet,Bolt EV,2020,BEV,FWD,Premier W/DC Fast Charging,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
98,1G1FZ6S07L4128354,Chevrolet,Bolt EV,2020,BEV,FWD,Premier W/DC Fast Charging,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
99,1G1RA6E43CU112560,Chevrolet,Volt,2012,PHEV,FWD,Standard w/o Leather Navigation,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
100,1G1RD6E48DU144039,Chevrolet,Volt,2013,PHEV,FWD,Premium w/ Navigation w/Navigation,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
101,1G1RA6E44DU145956,Chevrolet,Volt,2013,PHEV,FWD,Standard w/o Navigation,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
102,1G1RA6E48DU117545,Chevrolet,Volt,2013,PHEV,FWD,Standard w/o Navigation,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
103,1G1RA6S52HU206465,Chevrolet,Volt,2017,PHEV,FWD,LT w/ Standard Emission Package w/Standard Emissions,MINNEAPOLIS,55406,MN,Hennepin,27053,Xcel Energy,85
104,1FADP3R42DL165336,Ford,Focus,2013,BEV,FWD,Electric BEV,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
105,3FA6P0PUXDR385805,Ford,Fusion Energi,2013,PHEV,FWD,SE,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
106,3FA6P0PU3ER114747,Ford,Fusion Energi,2014,PHEV,FWD,SE,ALBERTVILLE,55301,MN,Wright,27171,Wright-Hennepin Coop Electric Assn,130
107,3FA6P0PU2FR234671,Ford,Fusion Energi,2015,PHEV,FWD,SE,ALBERTVILLE,55301,MN,Wright,27171,Wright-Hennepin Coop Electric Assn,130
108,3FA6P0PU6FR165872,Ford,Fusion Energi,2015,PHEV,FWD,SE,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
109,3FA6P0SU4GR105629,Ford,Fusion Energi,2016,PHEV,FWD,Titanium,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
110,3FA6P0SU5HR191633,Ford,Fusion Energi,2017,PHEV,FWD,Titanium PHEV,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
111,3FA6P0SU6HR255470,Ford,Fusion Energi,2017,PHEV,FWD,Titanium PHEV,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
112,1N4BZ0CP7HC300920,Nissan,Leaf,2017,BEV,FWD,SV SL S,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
113,5YJYGDEE0MF086153,Tesla,Model Y,2021,BEV,RWD,Long Range,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
114,5YJXCAE2XLF243374,Tesla,Model X,2020,BEV,RWD|AWD,Long Range,ALBERTVILLE,55301,MN,Wright,27171,Xcel Energy,85
115,5YJ3E1EB9LF599534,Tesla,Model 3,2020,BEV,AWD,Base,ALDEN,56009,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
116,3FA6P0PUXGR383721,Ford,Fusion Energi,2016,PHEV,FWD,SE,ALDEN,56009,MN,Freeborn,27047,Freeborn-Mower Coop Svcs,41
117,5YJ3E1EB7KF213613,Tesla,Model 3,2019,BEV,AWD|RWD,Base,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
118,JA4J24A52KZ056191,Mitsubishi,Outlander - PHEV,2019,PHEV,AWD,SEL GT High,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
119,JA4J24A59KZ049125,Mitsubishi,Outlander - PHEV,2019,PHEV,AWD,SEL GT High,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
120,5YJ3E1EB2JF182673,Tesla,Model 3,2018,BEV,AWD,Base,ALEXANDRIA,56308,MN,Douglas,27041,Otter Tail Power Co,87
121,5YJ3E1EB3MF869438,Tesla,Model 3,2021,BEV,AWD,Long Range,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
122,5YJSA1E20MF424761,Tesla,Model S,2021,BEV,AWD,Base,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
123,5YJXCDE21HF046084,Tesla,Model X,2017,BEV,AWD,90D,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
124,5YJXCBE21JF089432,Tesla,Model X,2018,BEV,AWD,90D,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
125,1G1FX6S03H4178889,Chevrolet,Bolt EV,2017,BEV,FWD,Premier,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
126,1G1FZ6S03L4138718,Chevrolet,Bolt EV,2020,BEV,FWD,Premier W/DC Fast Charging,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
127,1G1RD6E47BU103835,Chevrolet,Volt,2011,PHEV,FWD,Premium w/Leather w/Navigation Base,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
128,1G1RD6E48CU110696,Chevrolet,Volt,2012,PHEV,FWD,Premium w/Leather w/Navigation w/ Navigation,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
129,1G1RB6E43CU103094,Chevrolet,Volt,2012,PHEV,FWD,Premium w/oLeather w/o Navigation,GLENWOOD,56334,MN,Pope,27121,Xcel Energy,85
130,1G1RB6E44CU107543,Chevrolet,Volt,2012,PHEV,FWD,Premium w/oLeather w/o Navigation,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
131,1G1RA6E44CU104676,Chevrolet,Volt,2012,PHEV,FWD,Standard w/o Leather Navigation,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
132,1G1RB6E45DU102062,Chevrolet,Volt,2013,PHEV,FWD,Premium w/o Navigation,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
133,1G1RB6E47DU134043,Chevrolet,Volt,2013,PHEV,FWD,Premium w/o Navigation,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
134,1G1RA6E40FU104856,Chevrolet,Volt,2015,PHEV,FWD,Standard,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
135,2C4RC1N76JR144878,Chrysler,Pacifica Hybrid,2018,PHEV,FWD,Hybrid Limited RU,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
136,1FADP5CU5FL111990,Ford,C-Max Energi,2015,PHEV,FWD,Premium SEL,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
137,JTDKARFPXJ3074301,Toyota,Prius Prime,2018,PHEV,FWD,ZVW52L Plus/Premium/Advanced Premium Plus Advanced,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
138,JTDKAMFPXM3170985,Toyota,Prius Prime,2021,PHEV,FWD,ZVW52L AHXEBA / AHXGBA Limited XLE LE,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
139,1G6RM1E40EU601361,Cadillac,ELR,2014,PHEV,RWD,Luxury,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
140,5YJSA1E18HF202935,Tesla,Model S,2017,BEV,RWD,70,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
141,5YJYGDEE9MF062434,Tesla,Model Y,2021,BEV,RWD,Long Range,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
142,5YJXCAE23LF281528,Tesla,Model X,2020,BEV,RWD|AWD,Long Range,ALEXANDRIA,56308,MN,Douglas,27041,Otter Tail Power Co,87
143,1G1RB6E42DU145502,Chevrolet,Volt,2013,PHEV,FWD,Premium w/o Navigation,PARK RAPIDS,56470,MN,Hubbard,27057,Minnesota Power Co,68
144,JA4J24A51JZ030891,Mitsubishi,Outlander - PHEV,2018,PHEV,AWD,SEL GT High,ALEXANDRIA,56308,MN,Douglas,27041,Alexandria Light & Power,3
145,JA4J24A53KZ035611,Mitsubishi,Outlander - PHEV,2019,PHEV,AWD,SEL GT High,ALEXANDRIA,56308,MN,Douglas,27041,Runestone Electric Assn,102
146,5YJYGDEE9LF027701,Tesla,Model Y,2020,BEV,,Long Range,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
147,5YJYGDEF4LF014007,Tesla,Model Y,2020,BEV,,Performance,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
148,WBAJB1C5XJB084200,BMW,5-Series 530e,2018,PHEV,AWD,530e xDrive iPerformance 5-Series,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
149,5UXKT0C53G0S74809,BMW,X5,2016,PHEV,AWD,xDrive40e SAV eDrive,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
150,SADHC2S12K1F69562,Jaguar,I-Pace,2019,BEV,AWD,SE,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
151,WDC0G5EB4KF622968,Mercedes-Benz,GLC-Class,2019,PHEV,AWD,GLC 350e 4MATIC 350 e-4M,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
152,WDC0G5EB9KF590468,Mercedes-Benz,GLC-Class,2019,PHEV,AWD,GLC 350e 4MATIC 350 e-4M,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
153,JA4J24A56JZ059349,Mitsubishi,Outlander - PHEV,2018,PHEV,AWD,SEL GT High,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
154,JA4J24A58JZ055822,Mitsubishi,Outlander - PHEV,2018,PHEV,AWD,SEL GT High,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
155,JA4J24A54KZ053681,Mitsubishi,Outlander - PHEV,2019,PHEV,AWD,SEL GT High,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
156,5YJ3E1EA1JF108362,Tesla,Model 3,2018,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
157,5YJ3E1EA3JF033051,Tesla,Model 3,2018,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
158,5YJ3E1EB9JF116461,Tesla,Model 3,2018,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
159,5YJ3E1EA3LF784296,Tesla,Model 3,2020,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
160,5YJ3E1EA5LF644685,Tesla,Model 3,2020,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
161,5YJ3E1EA5LF783506,Tesla,Model 3,2020,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
162,5YJ3E1EA8LF796816,Tesla,Model 3,2020,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
163,5YJ3E1EB4LF795459,Tesla,Model 3,2020,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
164,5YJ3E1EB6LF601031,Tesla,Model 3,2020,BEV,AWD,Base,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
165,5YJSA1E28GF156742,Tesla,Model S,2016,BEV,AWD,70D 90D,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
166,5YJSA1E21JF269729,Tesla,Model S,2018,BEV,AWD,100D 75D AWD,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
167,5YJSA1E28JF276726,Tesla,Model S,2018,BEV,AWD,100D 75D AWD,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
168,5YJSA1E28JF278301,Tesla,Model S,2018,BEV,AWD,100D 75D AWD,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
169,5YJXCBE28HF049746,Tesla,Model X,2017,BEV,AWD,90D,ANDOVER,55304,MN,Anoka,27003,Connexus Energy,26
